Trial,Va,Ia_sim
126,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80050895e-13 5.20123875e-13 5.60882070e-13 6.03669024e-13
 6.55258833e-13 7.43472992e-13 9.84013218e-13 1.85814992e-12
 5.36769934e-12 1.98391078e-11 7.99057921e-11 3.29623375e-10
 1.36817875e-09 5.68777133e-09 2.36530593e-08 9.83490710e-08
 4.08533015e-07 1.68998436e-06 6.87461893e-06 2.63204056e-05
 8.51599775e-05 2.08859998e-04 3.94040146e-04 6.21302284e-04
 8.74998202e-04 1.14523279e-03 1.42775202e-03 1.71842331e-03
 2.01507695e-03 2.31635859e-03 2.62129614e-03 2.92918207e-03
 3.23949107e-03 3.55182358e-03 3.86586932e-03 4.18138295e-03
 4.49816742e-03 4.81606222e-03 5.13493501e-03]"
127,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001455e-13 5.20003311e-13 5.60016443e-13 6.00061667e-13
 6.40220515e-13 6.80784422e-13 7.22794220e-13 7.69950076e-13
 8.35422009e-13 9.66101331e-13 1.32891267e-12 2.51808990e-12
 6.64907192e-12 2.12526195e-11 7.31376366e-11 2.57741453e-10
 9.14811393e-10 3.25379849e-09 1.15799782e-08 4.12163510e-08
 1.46668173e-07 5.21421717e-07 1.84739721e-06 6.46805622e-06
 2.17802477e-05 6.61722097e-05 1.65158482e-04 3.27915413e-04
 5.41879820e-04 7.90574015e-04 1.06147960e-03 1.34904455e-03
 1.64758969e-03 1.95411109e-03 2.26676468e-03 2.58423186e-03
 2.90555672e-03 3.23003382e-03 3.55712982e-03]"
128,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80002323e-13 5.20003311e-13 5.60019912e-13 6.00071208e-13
 6.40269955e-13 6.81011671e-13 7.23789084e-13 7.74197546e-13
 8.53180374e-13 1.03922079e-12 1.62629285e-12 3.71564411e-12
 1.14326049e-11 4.02308326e-11 1.48000362e-10 5.51599155e-10
 2.06337765e-09 7.72631003e-09 2.89377412e-08 1.08367806e-07
 4.05513182e-07 1.51301803e-06 5.58507573e-06 1.98615256e-05
 6.36078264e-05 1.65264526e-04 3.35477951e-04 5.60064979e-04
 8.20836122e-04 1.10438032e-03 1.40491850e-03 1.71654106e-03
 2.03617475e-03 2.36195640e-03 2.69255559e-03 3.02700997e-03
 3.36461117e-03 3.70482460e-03 4.04723802e-03]"
129,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80003190e-13 5.20005913e-13 5.60044199e-13 6.00164883e-13
 6.40635982e-13 6.82444552e-13 7.29390506e-13 7.96080216e-13
 9.38615505e-13 1.37256005e-12 2.92608125e-12 8.78100717e-12
 3.11618249e-11 1.17034774e-10 4.46842756e-10 1.71383760e-09
 6.58138726e-09 2.52807448e-08 9.71002151e-08 3.72690551e-07
 1.42653952e-06 5.40397988e-06 1.97251178e-05 6.46945904e-05
 1.70825109e-04 3.49296672e-04 5.84539665e-04 8.57166581e-04
 1.15315206e-03 1.46652809e-03 1.79120323e-03 2.12403158e-03
 2.46311413e-03 2.80709526e-03 3.15499508e-03 3.50609283e-03
 3.85984489e-03 4.21583218e-03 4.57372555e-03]"
130,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80009262e-13 5.20022393e-13 5.60160425e-13 6.00646269e-13
 6.42617903e-13 6.90614232e-13 7.63025060e-13 9.34403596e-13
 1.50695168e-12 3.70563042e-12 1.24958733e-11 4.80050721e-11
 1.91819810e-10 7.74650752e-10 3.13701252e-09 1.27122846e-08
 5.15179528e-08 2.08690819e-07 8.43727617e-07 3.38453992e-06
 1.31743342e-05 4.65901810e-05 1.32702437e-04 2.86448970e-04
 4.94703174e-04 7.38522704e-04 1.00410872e-03 1.28581682e-03
 1.57779596e-03 1.87710070e-03 2.18200105e-03 2.49126483e-03
 2.80400508e-03 3.11957314e-03 3.43748200e-03 3.75735767e-03
 4.07890736e-03 4.40189792e-03 4.72614093e-03]"
131,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80009262e-13 5.20021526e-13 5.60167364e-13 6.00726066e-13
 6.43133984e-13 6.93539844e-13 7.78479711e-13 1.01260493e-12
 1.89112875e-12 5.55313434e-12 2.12384077e-11 8.88582402e-11
 3.80809278e-10 1.64175245e-09 7.08811686e-09 3.06107104e-08
 1.32162925e-07 5.69820634e-07 2.44192331e-06 1.02048399e-05
 3.90404223e-05 1.19877841e-04 2.72177417e-04 4.82963739e-04
 7.31327652e-04 1.00217808e-03 1.28959531e-03 1.58737331e-03
 1.89246473e-03 2.20312559e-03 2.51811457e-03 2.83654084e-03
 3.15775599e-03 3.48127505e-03 3.80672670e-03 4.13382097e-03
 4.46232745e-03 4.79206023e-03 5.12286733e-03]"
132,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20011551e-13 5.60073255e-13 6.00285446e-13
 6.41117368e-13 6.84370095e-13 7.37090076e-13 8.26842934e-13
 1.06142092e-12 1.86241040e-12 4.87864783e-12 1.65586919e-11
 6.21228425e-11 2.40207378e-10 9.36575676e-10 3.65990540e-09
 1.43099994e-08 5.59513477e-08 2.18642282e-07 8.52369479e-07
 3.29262900e-06 1.22982055e-05 4.15192766e-05 1.13096540e-04
 2.36758410e-04 4.01936256e-04 5.94418670e-04 8.03831114e-04
 1.02582475e-03 1.25592544e-03 1.49184617e-03 1.73222241e-03
 1.97608127e-03 2.22272086e-03 2.47162623e-03 2.72240980e-03
 2.97477333e-03 3.22848291e-03 3.48335203e-03]"
133,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004491e-13 5.20011117e-13 5.60072388e-13 6.00287181e-13
 6.41154664e-13 6.84619028e-13 7.38488264e-13 8.34009077e-13
 1.09625503e-12 2.02589594e-12 5.62708127e-12 1.99223233e-11
 7.70253167e-11 3.05485251e-10 1.21987327e-09 4.87991543e-09
 1.95293700e-08 7.81480351e-08 3.12439860e-07 1.24464836e-06
 4.88869421e-06 1.82619781e-05 5.91541495e-05 1.48830745e-04
 2.88727031e-04 4.64731130e-04 6.63795664e-04 8.77284797e-04
 1.10149776e-03 1.33277663e-03 1.56921150e-03 1.80962315e-03
 2.05316682e-03 2.29922916e-03 2.54735625e-03 2.79720387e-03
 3.04850538e-03 3.30105045e-03 3.55467051e-03]"
134,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007093e-13 5.20017189e-13 5.60120093e-13 6.00497950e-13
 6.42069731e-13 6.88596749e-13 7.55714068e-13 9.08354121e-13
 1.41626294e-12 3.39995046e-12 1.15140180e-11 4.50936302e-11
 1.84456806e-10 7.63242079e-10 3.16734755e-09 1.31531978e-08
 5.46228259e-08 2.26690890e-07 9.38094381e-07 3.83672940e-06
 1.50012487e-05 5.13672650e-05 1.35869943e-04 2.72314646e-04
 4.46442169e-04 6.44399134e-04 8.57057157e-04 1.08060314e-03
 1.31123652e-03 1.54700599e-03 1.78672537e-03 2.02954659e-03
 2.27485577e-03 2.52220027e-03 2.77123783e-03 3.02170399e-03
 3.27339059e-03 3.52613107e-03 3.77979024e-03]"
135,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001889e-13 5.20004612e-13 5.60025117e-13 6.00092892e-13
 6.40339344e-13 6.81247593e-13 7.24591394e-13 7.76897643e-13
 8.62180986e-13 1.06882385e-12 1.72206173e-12 4.01874020e-12
 1.23631955e-11 4.29631357e-11 1.55461992e-10 5.69343464e-10
 2.09228344e-09 7.69631927e-09 2.83161355e-08 1.04160299e-07
 3.82782522e-07 1.40165436e-06 5.06662403e-06 1.75344016e-05
 5.40822432e-05 1.34601109e-04 2.64086283e-04 4.31349498e-04
 6.23705582e-04 8.32001014e-04 1.05221758e-03 1.28030070e-03
 1.51411230e-03 1.75233476e-03 1.99402499e-03 2.23849863e-03
 2.48524996e-03 2.73389602e-03 2.98414066e-03]"
136,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80006659e-13 5.20016322e-13 5.60113587e-13 6.00457184e-13
 6.41845951e-13 6.87457036e-13 7.50111778e-13 8.81592542e-13
 1.29101417e-12 2.82280449e-12 8.88692505e-12 3.32534052e-11
 1.31528075e-10 5.28256600e-10 2.13018306e-09 8.59871035e-09
 3.47160890e-08 1.40124299e-07 5.64832841e-07 2.26460536e-06
 8.89155975e-06 3.25149450e-05 9.91797595e-05 2.30461706e-04
 4.19694328e-04 6.48135608e-04 9.01431375e-04 1.17049415e-03
 1.45131578e-03 1.74004277e-03 2.03461534e-03 2.33372696e-03
 2.63643716e-03 2.94205874e-03 3.25007926e-03 3.56010758e-03
 3.87183901e-03 4.18503202e-03 4.49949216e-03]"
137,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80013598e-13 5.20034103e-13 5.60276651e-13 6.01247351e-13
 6.45604230e-13 7.05190246e-13 8.33231054e-13 1.26897017e-12
 3.08779391e-12 1.11235179e-11 4.71038824e-11 2.08693815e-10
 9.34889013e-10 4.19888811e-09 1.88688112e-08 8.47800066e-08
 3.80458493e-07 1.69776488e-06 7.39389119e-06 2.94470251e-05
 9.32037298e-05 2.14682271e-04 3.82796227e-04 5.80393802e-04
 7.95434739e-04 1.02328841e-03 1.25910658e-03 1.50053262e-03
 1.74622764e-03 1.99523820e-03 2.24688055e-03 2.50065755e-03
 2.75619763e-03 3.01321644e-03 3.27149200e-03 3.53084798e-03
 3.79114214e-03 4.05225818e-03 4.31409988e-03]"
138,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001889e-13 5.20003745e-13 5.60023382e-13 6.00090290e-13
 6.40346283e-13 6.81321319e-13 7.25041555e-13 7.79236918e-13
 8.73389902e-13 1.12000253e-12 1.94827141e-12 4.99568182e-12
 1.65095784e-11 6.03248944e-11 2.27376743e-10 8.64599546e-10
 3.29558972e-09 1.25696908e-08 4.79445910e-08 1.82796216e-07
 6.95675797e-07 2.62941155e-06 9.69247084e-06 3.30445455e-05
 9.39419408e-05 2.07280709e-04 3.66498559e-04 5.57047013e-04
 7.67051524e-04 9.91549873e-04 1.22525797e-03 1.46549826e-03
 1.71071372e-03 1.95979767e-03 2.21195465e-03 2.46660459e-03
 2.72331322e-03 2.98174795e-03 3.24164899e-03]"
139,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80006659e-13 5.20016322e-13 5.60106649e-13 6.00425092e-13
 6.41691561e-13 6.86729319e-13 7.46773303e-13 8.66510856e-13
 1.22372511e-12 2.52568105e-12 7.58604117e-12 2.75982336e-11
 1.07092359e-10 4.23219374e-10 1.68072104e-09 6.68311611e-09
 2.65816910e-08 1.05710747e-07 4.19997813e-07 1.66235277e-06
 6.48321941e-06 2.40072917e-05 7.68972012e-05 1.91362105e-04
 3.68445167e-04 5.90394934e-04 8.41038965e-04 1.10968172e-03
 1.39171564e-03 1.68259706e-03 1.97994496e-03 2.28228406e-03
 2.58855693e-03 2.89799527e-03 3.21002998e-03 3.52422915e-03
 3.84025803e-03 4.15785244e-03 4.47680052e-03]"
140,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80014466e-13 5.20034536e-13 5.60244559e-13 6.01031377e-13
 6.44360433e-13 6.98426560e-13 7.97881726e-13 1.08915307e-12
 2.19109019e-12 6.71914260e-12 2.57269336e-11 1.05930197e-10
 4.44762409e-10 1.87662420e-09 7.92775926e-09 3.34980182e-08
 1.41503788e-07 5.96875393e-07 2.50218110e-06 1.02303836e-05
 3.83757714e-05 1.16416765e-04 2.63419075e-04 4.67618528e-04
 7.08966204e-04 9.72673151e-04 1.25288178e-03 1.54343214e-03
 1.84128556e-03 2.14469998e-03 2.45243579e-03 2.76360328e-03
 3.07755474e-03 3.39380573e-03 3.71198535e-03 4.03180399e-03
 4.35303153e-03 4.67548234e-03 4.99900465e-03]"
141,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20011117e-13 5.60074122e-13 6.00292385e-13
 6.41153797e-13 6.84555711e-13 7.37989531e-13 8.31044435e-13
 1.08056099e-12 1.94795569e-12 5.25539594e-12 1.81987715e-11
 6.91951479e-11 2.70465443e-10 1.06517497e-09 4.20336199e-09
 1.65952041e-08 6.55161859e-08 2.58471830e-07 1.01679918e-06
 3.95577829e-06 1.47762674e-05 4.90759771e-05 1.29127517e-04
 2.61092131e-04 4.32442351e-04 6.29302383e-04 8.42031391e-04
 1.06655183e-03 1.29874715e-03 1.53649398e-03 1.77850498e-03
 2.02386037e-03 2.27189477e-03 2.52211809e-03 2.77416019e-03
 3.02773539e-03 3.28261907e-03 3.53863170e-03]"
142,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20012852e-13 5.60091036e-13 6.00374785e-13
 6.41529364e-13 6.86248801e-13 7.45520833e-13 8.64243573e-13
 1.22579377e-12 2.57919727e-12 7.98392862e-12 2.99367319e-11
 1.19481813e-10 4.85113940e-10 1.97844142e-09 8.07777610e-09
 3.29877938e-08 1.34681448e-07 5.49165058e-07 2.22742343e-06
 8.84825009e-06 3.27196208e-05 1.00640300e-04 2.34754986e-04
 4.27948996e-04 6.60896206e-04 9.18952550e-04 1.19290632e-03
 1.47870770e-03 1.77246720e-03 2.07210949e-03 2.37631928e-03
 2.68414994e-03 2.99490989e-03 3.30808354e-03 3.62327733e-03
 3.94018474e-03 4.25856278e-03 4.57821584e-03]"
143,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007960e-13 5.20018056e-13 5.60119659e-13 6.00476266e-13
 6.41891922e-13 6.87520353e-13 7.49878458e-13 8.78717238e-13
 1.27170410e-12 2.71424029e-12 8.32699621e-12 3.05094569e-11
 1.18528989e-10 4.68141094e-10 1.85714023e-09 7.37582622e-09
 2.93007519e-08 1.16375126e-07 4.61709877e-07 1.82382124e-06
 7.08400745e-06 2.59609989e-05 8.13370623e-05 1.96852911e-04
 3.70800912e-04 5.85792181e-04 8.26980915e-04 1.08468867e-03
 1.35470154e-03 1.63290232e-03 1.91711529e-03 2.20597938e-03
 2.49851745e-03 2.79401797e-03 3.09195255e-03 3.39191928e-03
 3.69360606e-03 3.99676616e-03 4.30120145e-03]"
144,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80005792e-13 5.20013720e-13 5.60083230e-13 6.00307998e-13
 6.41159868e-13 6.84351881e-13 7.36340676e-13 8.21357739e-13
 1.03036763e-12 1.70492179e-12 4.12736251e-12 1.31122804e-11
 4.67361271e-11 1.72867196e-10 6.46317277e-10 2.42376877e-09
 9.09691960e-09 3.41482835e-08 1.28161858e-07 4.80545274e-07
 1.79530312e-06 6.61879375e-06 2.33160683e-05 7.27615841e-05
 1.81491886e-04 3.54921160e-04 5.77357668e-04 8.32011124e-04
 1.10704630e-03 1.39730090e-03 1.69759539e-03 2.00520546e-03
 2.31845118e-03 2.63612979e-03 2.95736837e-03 3.28152155e-03
 3.60810043e-03 3.93672677e-03 4.26710254e-03]"
145,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20017189e-13 5.60110985e-13 6.00428561e-13
 6.41655999e-13 6.86409263e-13 7.44794851e-13 8.55945523e-13
 1.17122891e-12 2.27636486e-12 6.43761520e-12 2.24236411e-11
 8.41623368e-11 3.22928000e-10 1.24664635e-09 4.82054005e-09
 1.86476735e-08 7.21337492e-08 2.78872996e-07 1.07566454e-06
 4.11278262e-06 1.52302793e-05 5.12297589e-05 1.40106839e-04
 2.95508584e-04 5.04914274e-04 7.50142168e-04 1.01761985e-03
 1.30164638e-03 1.59631980e-03 1.89862362e-03 2.20676407e-03
 2.51946287e-03 2.83579832e-03 3.15509482e-03 3.47684429e-03
 3.80065605e-03 4.12622392e-03 4.45330388e-03]"
146,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80012731e-13 5.20028465e-13 5.60176038e-13 6.00682698e-13
 6.42642189e-13 6.90222185e-13 7.59551276e-13 9.13037874e-13
 1.39213207e-12 3.13109347e-12 9.74475101e-12 3.52196813e-11
 1.33673024e-10 5.14495366e-10 1.98785598e-09 7.68833949e-09
 2.97422539e-08 1.15037627e-07 4.44526543e-07 1.71141399e-06
 6.49783742e-06 2.35169964e-05 7.44758326e-05 1.85929639e-04
 3.61195871e-04 5.83454397e-04 8.36153130e-04 1.10801130e-03
 1.39414640e-03 1.68970197e-03 1.99213063e-03 2.29985868e-03
 2.61175888e-03 2.92701276e-03 3.24501469e-03 3.56530552e-03
 3.88752972e-03 4.21140695e-03 4.53671259e-03]"
147,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80005792e-13 5.20013720e-13 5.60078893e-13 6.00289783e-13
 6.41053183e-13 6.83846209e-13 7.34033494e-13 8.11193127e-13
 9.86750612e-13 1.52126488e-12 3.36524645e-12 9.98614906e-12
 3.40331999e-11 1.21650598e-10 4.41171403e-10 1.60666703e-09
 5.85818861e-09 2.13664311e-08 7.79248938e-08 2.84045885e-07
 1.03327860e-06 3.73128345e-06 1.31353501e-05 4.28677665e-05
 1.17949121e-04 2.56077540e-04 4.50329931e-04 6.83716736e-04
 9.42734075e-04 1.21842800e-03 1.50666999e-03 1.80349272e-03
 2.10671518e-03 2.41492759e-03 2.72711079e-03 3.04251634e-03
 3.36058339e-03 3.68088220e-03 4.00307697e-03]"
148,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20011117e-13 5.60066750e-13 6.00246415e-13
 6.40926548e-13 6.83478447e-13 7.33057712e-13 8.09022120e-13
 9.84053117e-13 1.53102964e-12 3.47448372e-12 1.06610346e-11
 3.75328848e-11 1.38313493e-10 5.16585196e-10 1.93669308e-09
 7.26826582e-09 2.72837050e-08 1.02404656e-07 3.84063980e-07
 1.43619196e-06 5.31278981e-06 1.89256235e-05 6.06475373e-05
 1.57424770e-04 3.19064846e-04 5.31958530e-04 7.78901995e-04
 1.04726768e-03 1.33161646e-03 1.62639362e-03 1.92871036e-03
 2.23681423e-03 2.54945368e-03 2.86572334e-03 3.18495662e-03
 3.50665040e-03 3.83041664e-03 4.15595042e-03]"
149,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80002323e-13 5.20006781e-13 5.60036392e-13 6.00124117e-13
 6.40435621e-13 6.81516475e-13 7.25293957e-13 7.78481446e-13
 8.64523730e-13 1.06526159e-12 1.66641961e-12 3.66551928e-12
 1.05450561e-11 3.44629672e-11 1.17864586e-10 4.08933059e-10
 1.42499560e-09 4.97207517e-09 1.73546823e-08 6.05754813e-08
 2.11359245e-07 7.36471074e-07 2.55409105e-06 8.71717790e-06
 2.83319117e-05 8.14593434e-05 1.90750882e-04 3.59478199e-04
 5.73719460e-04 8.18613351e-04 1.08334665e-03 1.36300445e-03
 1.65267196e-03 1.94969661e-03 2.25240978e-03 2.55961294e-03
 2.87043253e-03 3.18421970e-03 3.50048117e-03]"
150,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20017189e-13 5.60111853e-13 6.00436367e-13
 6.41687224e-13 6.86539367e-13 7.45335217e-13 8.58142550e-13
 1.18018876e-12 2.31277671e-12 6.58525231e-12 2.30210529e-11
 8.65752296e-11 3.32656711e-10 1.28580979e-09 4.97795877e-09
 1.92794899e-08 7.46652721e-08 2.88986843e-07 1.11576299e-06
 4.26771671e-06 1.57772702e-05 5.27222792e-05 1.42446628e-04
 2.96831123e-04 5.02842263e-04 7.42923160e-04 1.00419217e-03
 1.28122045e-03 1.56842391e-03 1.86293929e-03 2.16305403e-03
 2.46754688e-03 2.77553644e-03 3.08637578e-03 3.39957780e-03
 3.71476757e-03 4.03165099e-03 4.34999349e-03]"
151,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20016322e-13 5.60095373e-13 6.00373917e-13
 6.41456506e-13 6.85662464e-13 7.42011487e-13 8.45571009e-13
 1.13267295e-12 2.13331870e-12 5.90797029e-12 2.04669918e-11
 7.69518668e-11 2.96429591e-10 1.14956322e-09 4.46607787e-09
 1.73585727e-08 6.74672672e-08 2.62080424e-07 1.01578449e-06
 3.90323739e-06 1.45321228e-05 4.91671378e-05 1.35189887e-04
 2.86159935e-04 4.89897577e-04 7.28594690e-04 9.88969418e-04
 1.26546023e-03 1.55230516e-03 1.84656494e-03 2.14649498e-03
 2.45085221e-03 2.75874059e-03 3.06950353e-03 3.38264742e-03
 3.69779279e-03 4.01464230e-03 4.33295902e-03]"
