Trial,Va,Ia_sim
215,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
216,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
217,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
218,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
219,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
220,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
221,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
222,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
223,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
224,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
225,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
226,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
227,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
228,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
229,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
230,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
231,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
232,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
233,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
234,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
235,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
236,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
237,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
238,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
239,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
240,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
